0	2633
1	4480
2	5075
3	5323
4	6470
5	6556
6	7447
7	7854
8	7861
9	8039
10	8173
11	8182
12	8367
13	8395
14	8424
15	8426
16	8431
17	8492
18	8787
19	8798
20	8929
21	8931
22	9347
23	9347
24	9347
25	9347
26	9347
27	9357
28	9370
29	9372
30	9372
31	9372
32	9372
33	9400
34	9406
35	9406
36	9406
37	9406
38	9407
39	9407
40	9409
41	9410
42	9411
43	9420
44	9424
45	9424
46	9424
47	9426
48	9427
49	9427
50	9427
51	9427
52	9427
53	9427
54	9427
55	9427
56	9428
57	9428
58	9428
59	9428
60	9428
61	9428
62	9428
63	9428
64	9428
65	9428
66	9428
67	9428
68	9428
69	9428
70	9428
71	9429
72	9429
73	9429
74	9429
75	9429
76	9429
77	9429
78	9429
79	9429
80	9429
81	9429
82	9429
83	9429
84	9429
85	9429
86	9429
87	9429
88	9429
89	9429
90	9429
91	9429
92	9429
93	9429
94	9429
95	9429
96	9429
97	9429
98	9429
99	9429
100	9429
101	9429
102	9429
103	9429
104	9429
105	9429
106	9429
107	9429
108	9429
109	9429
110	9429
111	9429
112	9429
113	9429
114	9429
115	9429
116	9429
117	9429
118	9429
119	9429
120	9429
121	9429
122	9429
123	9429
124	9429
125	9429
126	9429
127	9429
128	9429
129	9429
130	9429
131	9429
132	9429
133	9429
134	9429
135	9429
136	9429
137	9429
138	9429
139	9429
140	9429
141	9429
142	9429
143	9429
144	9429
145	9429
146	9429
147	9429
148	9429
149	9429
150	9429
151	9429
152	9429
153	9429
154	9429
155	9429
156	9429
157	9429
158	9429
159	9429
160	9429
161	9429
162	9429
163	9429
164	9429
165	9429
166	9429
167	9429
168	9429
169	9429
170	9429
171	9429
172	9429
173	9429
174	9429
175	9429
176	9429
177	9429
178	9429
179	9429
180	9429
181	9429
182	9429
183	9429
184	9429
185	9429
186	9429
187	9429
188	9429
189	9429
190	9429
191	9429
192	9429
193	9429
194	9429
195	9429
196	9429
197	9429
198	9429
199	9429
200	9429
201	9429
202	9429
203	9429
204	9429
205	9429
206	9429
207	9429
208	9429
209	9429
210	9429
211	9429
212	9429
213	9429
214	9429
215	9429
216	9429
217	9429
218	9429
219	9429
220	9429
221	9429
222	9429
223	9429
224	9429
225	9429
226	9429
227	9429
228	9429
229	9429
230	9429
231	9429
232	9429
233	9429
234	9429
235	9429
236	9429
237	9429
238	9429
239	9429
240	9429
241	9429
242	9429
243	9429
244	9429
245	9429
246	9429
247	9429
248	9429
249	9429
250	9429
251	9429
252	9429
253	9429
254	9429
255	9429
256	9429
257	9429
258	9429
259	9429
260	9429
261	9429
262	9429
263	9429
264	9429
265	9429
266	9429
267	9429
268	9429
269	9429
270	9429
271	9429
272	9429
273	9429
274	9429
275	9429
276	9429
277	9429
278	9429
279	9429
280	9429
281	9429
282	9429
283	9429
284	9429
285	9429
286	9429
287	9429
288	9429
289	9429
290	9429
291	9429
292	9429
293	9429
294	9429
295	9429
296	9429
297	9429
298	9429
299	9429
300	9429
301	9429
302	9429
303	9429
304	9429
305	9429
306	9429
307	9429
308	9429
309	9429
310	9429
311	9429
312	9429
313	9429
314	9429
315	9429
316	9429
317	9429
318	9429
319	9429
320	9429
321	9429
322	9429
323	9429
324	9429
325	9429
326	9429
327	9429
328	9429
329	9429
330	9429
331	9429
332	9429
333	9429
334	9429
335	9429
336	9429
337	9429
338	9429
339	9429
340	9429
341	9429
342	9429
343	9429
344	9429
345	9429
346	9429
347	9429
348	9429
349	9429
350	9429
351	9429
352	9429
353	9429
354	9429
355	9429
356	9429
357	9429
358	9429
359	9429
360	9429
361	9429
362	9429
363	9429
364	9429
365	9429
366	9429
367	9429
368	9429
369	9429
370	9429
371	9429
372	9429
373	9429
374	9429
375	9429
376	9429
377	9429
378	9429
379	9429
380	9429
381	9429
382	9429
383	9429
384	9429
385	9429
386	9429
387	9429
388	9429
389	9429
390	9429
391	9429
392	9429
393	9429
394	9429
395	9429
396	9429
397	9429
398	9429
399	9429
400	9429
401	9429
402	9429
403	9429
404	9429
405	9429
406	9429
407	9429
408	9429
409	9429
410	9429
411	9429
412	9429
413	9429
414	9429
415	9429
416	9429
417	9429
418	9429
419	9429
420	9429
421	9429
422	9429
423	9429
424	9429
425	9429
426	9429
427	9429
428	9429
429	9429
430	9429
431	9429
432	9429
433	9429
434	9429
435	9429
436	9429
437	9429
438	9429
439	9429
440	9429
441	9429
442	9429
443	9429
444	9429
445	9429
446	9429
447	9429
448	9429
449	9429
450	9429
451	9429
452	9429
453	9429
454	9429
455	9429
456	9429
457	9429
458	9429
459	9429
460	9429
461	9429
462	9429
463	9429
464	9429
465	9429
466	9429
467	9429
468	9429
469	9429
470	9429
471	9429
472	9429
473	9429
474	9429
475	9429
476	9429
477	9429
478	9429
479	9429
480	9429
481	9429
482	9429
483	9429
484	9429
485	9429
486	9429
487	9429
488	9429
489	9429
490	9429
491	9429
492	9429
493	9429
494	9429
495	9429
496	9429
497	9429
498	9429
499	9429
500	9429
501	9429
502	9429
503	9429
504	9429
505	9429
506	9429
507	9429
508	9429
509	9429
510	9429
511	9429
512	9429
513	9429
514	9429
515	9429
516	9429
517	9429
518	9429
519	9429
520	9429
521	9429
522	9429
523	9429
524	9429
525	9429
526	9429
527	9429
528	9429
529	9429
530	9429
531	9429
532	9429
533	9429
534	9429
535	9429
536	9429
537	9429
538	9429
539	9429
540	9429
541	9429
542	9429
543	9429
544	9429
545	9429
546	9429
547	9429
548	9429
549	9429
550	9429
551	9429
552	9429
553	9429
554	9429
555	9429
556	9429
557	9429
558	9429
559	9429
560	9429
561	9429
562	9429
563	9429
564	9429
565	9429
566	9429
567	9429
568	9429
569	9429
570	9429
571	9429
572	9429
573	9429
574	9429
575	9429
576	9429
577	9429
578	9429
579	9429
580	9429
581	9429
582	9429
583	9429
584	9429
585	9429
586	9429
587	9429
588	9429
589	9429
590	9429
591	9429
592	9429
593	9429
594	9429
595	9429
596	9429
597	9429
598	9429
599	9429
600	9429
601	9429
602	9429
603	9429
604	9429
605	9429
606	9429
607	9429
608	9429
609	9429
610	9429
611	9429
612	9429
613	9429
614	9429
615	9429
616	9429
617	9429
618	9429
619	9429
620	9429
621	9429
622	9429
623	9429
624	9429
625	9429
626	9429
627	9429
628	9429
629	9429
630	9429
631	9429
632	9429
633	9429
634	9429
635	9429
636	9429
637	9429
638	9429
639	9429
640	9429
641	9429
642	9429
643	9429
644	9429
645	9429
646	9429
647	9429
648	9429
649	9429
650	9429
651	9429
652	9429
653	9429
654	9429
655	9429
656	9429
657	9429
658	9429
659	9429
660	9429
661	9429
662	9429
663	9429
664	9429
665	9429
666	9429
667	9429
668	9429
669	9429
670	9429
671	9429
672	9429
673	9429
674	9429
675	9429
676	9429
677	9429
678	9429
679	9429
680	9429
681	9429
682	9429
683	9429
684	9429
685	9429
686	9429
687	9429
688	9429
689	9429
690	9429
691	9429
692	9429
693	9429
694	9429
695	9429
696	9429
697	9429
698	9429
699	9429
700	9429
701	9429
702	9429
703	9429
704	9429
705	9429
706	9429
707	9429
708	9429
709	9429
710	9429
711	9429
712	9429
713	9429
714	9429
715	9429
716	9429
717	9429
718	9429
719	9429
720	9429
721	9429
722	9429
723	9429
724	9429
725	9429
726	9429
727	9429
728	9429
729	9429
730	9429
731	9429
732	9429
733	9429
734	9429
735	9429
736	9429
737	9429
738	9429
739	9429
740	9429
741	9429
742	9429
743	9429
744	9429
745	9429
746	9429
747	9429
748	9429
749	9429
750	9429
751	9429
752	9429
753	9429
754	9429
755	9429
756	9429
757	9429
758	9429
759	9429
760	9429
761	9429
762	9429
763	9429
764	9429
765	9429
766	9429
767	9429
768	9429
769	9429
770	9429
771	9429
772	9429
773	9429
774	9429
775	9429
776	9429
777	9429
778	9429
779	9429
780	9429
781	9429
782	9429
783	9429
784	9429
785	9429
786	9429
787	9429
788	9429
789	9429
790	9429
791	9429
792	9429
793	9429
794	9429
795	9429
796	9429
797	9429
798	9429
799	9429
800	9429
801	9429
802	9429
803	9429
804	9429
805	9429
806	9429
807	9429
808	9429
809	9429
810	9429
811	9429
812	9429
813	9429
814	9429
815	9429
816	9429
817	9429
818	9429
819	9429
820	9429
821	9429
822	9429
823	9429
824	9429
825	9429
826	9429
827	9429
828	9429
829	9429
830	9429
831	9429
832	9429
833	9429
834	9429
835	9429
836	9429
837	9429
838	9429
839	9429
840	9429
841	9429
842	9429
843	9429
844	9429
845	9429
846	9429
847	9429
848	9429
849	9429
850	9429
851	9429
852	9429
853	9429
854	9429
855	9429
856	9429
857	9429
858	9429
859	9429
860	9429
861	9429
862	9429
863	9429
864	9429
865	9429
866	9429
867	9429
868	9429
869	9429
870	9429
871	9429
872	9429
873	9429
874	9429
875	9429
876	9429
877	9429
878	9429
879	9429
880	9429
881	9429
882	9429
883	9429
884	9429
885	9429
886	9429
887	9429
888	9429
889	9429
890	9429
891	9429
892	9429
893	9429
894	9429
895	9429
896	9429
897	9429
898	9429
899	9429
900	9429
901	9429
902	9429
903	9429
904	9429
905	9429
